# Time:  ,  x  ,  y  , 
0.00000000e+00 , 9.96781313e+00 , 5.14335424e+00 , 
1.00000000e-02 , 9.93391829e+00 , 5.28628591e+00 , 
2.00000000e-02 , 9.89831837e+00 , 5.42877295e+00 , 
3.00000000e-02 , 9.86101655e+00 , 5.57079333e+00 , 
4.00000000e-02 , 9.82201620e+00 , 5.71232505e+00 , 
5.00000000e-02 , 9.78132095e+00 , 5.85334610e+00 , 
6.00000000e-02 , 9.73893467e+00 , 5.99383453e+00 , 
7.00000000e-02 , 9.69486146e+00 , 6.13376838e+00 , 
8.00000000e-02 , 9.64910563e+00 , 6.27312574e+00 , 
9.00000000e-02 , 9.60167175e+00 , 6.41188472e+00 , 
1.00000000e-01 , 9.55256461e+00 , 6.55002343e+00 , 
1.10000000e-01 , 9.50178923e+00 , 6.68752006e+00 , 
1.20000000e-01 , 9.44935085e+00 , 6.82435278e+00 , 
1.30000000e-01 , 9.39525494e+00 , 6.96049984e+00 , 
1.40000000e-01 , 9.33950719e+00 , 7.09593948e+00 , 
1.50000000e-01 , 9.28211351e+00 , 7.23065001e+00 , 
1.60000000e-01 , 9.22308003e+00 , 7.36460974e+00 , 
1.70000000e-01 , 9.16241311e+00 , 7.49779705e+00 , 
1.80000000e-01 , 9.10011929e+00 , 7.63019034e+00 , 
1.90000000e-01 , 9.03620536e+00 , 7.76176804e+00 , 
2.00000000e-01 , 8.97067830e+00 , 7.89250863e+00 , 
2.10000000e-01 , 8.90354530e+00 , 8.02239063e+00 , 
2.20000000e-01 , 8.83481376e+00 , 8.15139259e+00 , 
2.30000000e-01 , 8.76449128e+00 , 8.27949310e+00 , 
2.40000000e-01 , 8.69258567e+00 , 8.40667080e+00 , 
2.50000000e-01 , 8.61910491e+00 , 8.53290436e+00 , 
2.60000000e-01 , 8.54405720e+00 , 8.65817248e+00 , 
2.70000000e-01 , 8.46745092e+00 , 8.78245392e+00 , 
2.80000000e-01 , 8.38929464e+00 , 8.90572746e+00 , 
2.90000000e-01 , 8.30959711e+00 , 9.02797192e+00 , 
3.00000000e-01 , 8.22836728e+00 , 9.14916615e+00 , 
3.10000000e-01 , 8.14561425e+00 , 9.26928907e+00 , 
3.20000000e-01 , 8.06134731e+00 , 9.38831957e+00 , 
3.30000000e-01 , 7.97557591e+00 , 9.50623663e+00 , 
3.40000000e-01 , 7.88830968e+00 , 9.62301923e+00 , 
3.50000000e-01 , 7.79955839e+00 , 9.73864637e+00 , 
3.60000000e-01 , 7.70933198e+00 , 9.85309710e+00 , 
3.70000000e-01 , 7.61764054e+00 , 9.96635047e+00 , 
3.80000000e-01 , 7.52449430e+00 , 1.00783855e+01 , 
3.90000000e-01 , 7.42990363e+00 , 1.01891814e+01 , 
4.00000000e-01 , 7.33387904e+00 , 1.02987172e+01 , 
4.10000000e-01 , 7.23643116e+00 , 1.04069720e+01 , 
4.20000000e-01 , 7.13757074e+00 , 1.05139248e+01 , 
4.30000000e-01 , 7.03730866e+00 , 1.06195549e+01 , 
4.40000000e-01 , 6.93565589e+00 , 1.07238412e+01 , 
4.50000000e-01 , 6.83262351e+00 , 1.08267628e+01 , 
4.60000000e-01 , 6.72822267e+00 , 1.09282988e+01 , 
4.70000000e-01 , 6.62246463e+00 , 1.10284281e+01 , 
4.80000000e-01 , 6.51536070e+00 , 1.11271297e+01 , 
4.90000000e-01 , 6.40692226e+00 , 1.12243825e+01 , 
5.00000000e-01 , 6.29716073e+00 , 1.13201652e+01 , 
5.10000000e-01 , 6.18608757e+00 , 1.14144567e+01 , 
5.20000000e-01 , 6.07371428e+00 , 1.15072356e+01 , 
5.30000000e-01 , 5.96005235e+00 , 1.15984803e+01 , 
5.40000000e-01 , 5.84511326e+00 , 1.16881693e+01 , 
5.50000000e-01 , 5.72890849e+00 , 1.17762807e+01 , 
5.60000000e-01 , 5.61144946e+00 , 1.18627928e+01 , 
5.70000000e-01 , 5.49274753e+00 , 1.19476833e+01 , 
5.80000000e-01 , 5.37281397e+00 , 1.20309299e+01 , 
5.90000000e-01 , 5.25165997e+00 , 1.21125099e+01 , 
6.00000000e-01 , 5.12929654e+00 , 1.21924006e+01 , 
6.10000000e-01 , 5.00573455e+00 , 1.22705786e+01 , 
6.20000000e-01 , 4.88098466e+00 , 1.23470204e+01 , 
6.30000000e-01 , 4.75505731e+00 , 1.24217020e+01 , 
6.40000000e-01 , 4.62796264e+00 , 1.24945990e+01 , 
6.50000000e-01 , 4.49971045e+00 , 1.25656863e+01 , 
6.60000000e-01 , 4.37031021e+00 , 1.26349384e+01 , 
6.70000000e-01 , 4.23977088e+00 , 1.27023291e+01 , 
6.80000000e-01 , 4.10810097e+00 , 1.27678313e+01 , 
6.90000000e-01 , 3.97530837e+00 , 1.28314172e+01 , 
7.00000000e-01 , 3.84140029e+00 , 1.28930580e+01 , 
7.10000000e-01 , 3.70638317e+00 , 1.29527237e+01 , 
7.20000000e-01 , 3.57026251e+00 , 1.30103832e+01 , 
7.30000000e-01 , 3.43304280e+00 , 1.30660039e+01 , 
7.40000000e-01 , 3.29472728e+00 , 1.31195515e+01 , 
7.50000000e-01 , 3.15531779e+00 , 1.31709898e+01 , 
7.60000000e-01 , 3.01481450e+00 , 1.32202804e+01 , 
7.70000000e-01 , 2.87321564e+00 , 1.32673824e+01 , 
7.80000000e-01 , 2.73051716e+00 , 1.33122517e+01 , 
7.90000000e-01 , 2.58671226e+00 , 1.33548410e+01 , 
8.00000000e-01 , 2.44179090e+00 , 1.33950984e+01 , 
8.10000000e-01 , 2.29573913e+00 , 1.34329671e+01 , 
8.20000000e-01 , 2.14853821e+00 , 1.34683843e+01 , 
8.30000000e-01 , 2.00016354e+00 , 1.35012795e+01 , 
8.40000000e-01 , 1.85058320e+00 , 1.35315730e+01 , 
8.50000000e-01 , 1.69975600e+00 , 1.35591732e+01 , 
8.60000000e-01 , 1.54762889e+00 , 1.35839733e+01 , 
8.70000000e-01 , 1.39413310e+00 , 1.36058468e+01 , 
8.80000000e-01 , 1.23917883e+00 , 1.36246401e+01 , 
8.90000000e-01 , 1.08264692e+00 , 1.36401618e+01 , 
9.00000000e-01 , 9.24375870e-01 , 1.36521657e+01 , 
9.10000000e-01 , 7.64139920e-01 , 1.36603202e+01 , 
9.20000000e-01 , 6.01609135e-01 , 1.36641522e+01 , 
9.30000000e-01 , 4.36268364e-01 , 1.36629238e+01 , 
9.40000000e-01 , 2.67223638e-01 , 1.36553046e+01 , 
9.50000000e-01 , 9.25938174e-02 , 1.36380449e+01 , 
9.60000000e-01 , -9.40578414e-02 , 1.35932393e+01 , 
9.70000000e-01 , -2.80102716e-01 , 1.35704030e+01 , 
9.80000000e-01 , -4.53187197e-01 , 1.35540891e+01 , 
9.90000000e-01 , -6.20482350e-01 , 1.35404141e+01 , 
1.00000000e+00 , -7.83959363e-01 , 1.35280207e+01 , 
1.01000000e+00 , -9.44566625e-01 , 1.35162028e+01 , 
1.02000000e+00 , -1.10286263e+00 , 1.35045277e+01 , 
1.03000000e+00 , -1.25921423e+00 , 1.34927042e+01 , 
1.04000000e+00 , -1.41387945e+00 , 1.34805233e+01 , 
1.05000000e+00 , -1.56704850e+00 , 1.34678290e+01 , 
1.06000000e+00 , -1.71886635e+00 , 1.34545002e+01 , 
1.07000000e+00 , -1.86944627e+00 , 1.34404411e+01 , 
1.08000000e+00 , -2.01887844e+00 , 1.34255739e+01 , 
1.09000000e+00 , -2.16723567e+00 , 1.34098350e+01 , 
1.10000000e+00 , -2.31457739e+00 , 1.33931712e+01 , 
1.11000000e+00 , -2.46095251e+00 , 1.33755377e+01 , 
1.12000000e+00 , -2.60640147e+00 , 1.33568964e+01 , 
1.13000000e+00 , -2.75095784e+00 , 1.33372150e+01 , 
1.14000000e+00 , -2.89464953e+00 , 1.33164655e+01 , 
1.15000000e+00 , -3.03749968e+00 , 1.32946238e+01 , 
1.16000000e+00 , -3.17952746e+00 , 1.32716690e+01 , 
1.17000000e+00 , -3.32074865e+00 , 1.32475829e+01 , 
1.18000000e+00 , -3.46117611e+00 , 1.32223498e+01 , 
1.19000000e+00 , -3.60082017e+00 , 1.31959560e+01 , 
1.20000000e+00 , -3.73968899e+00 , 1.31683896e+01 , 
1.21000000e+00 , -3.87778882e+00 , 1.31396404e+01 , 
